City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,freetown,8.484,-13.2299,25.8,85,23,2.88,SL,1708135990
359,san antonio de pale,-1.4014,5.6325,28.39,73,36,1.36,GQ,1708136131
360,yarrawonga,-36.0167,146.0,32.5,23,99,3.47,AU,1708136132
361,coquimbo,-29.9533,-71.3436,18.86,84,11,2.34,CL,1708136061
362,lensk,60.7253,114.9278,-30.28,92,100,1.74,RU,1708136132
363,lefkada,38.8275,20.7019,7.95,87,0,3.6,GR,1708136132
364,chipinge,-20.1883,32.6236,18.01,64,0,1.76,ZW,1708136132
365,al fulah,11.7329,28.3579,20.52,19,100,7.78,SD,1708136132
366,kingston,17.997,-76.7936,26.53,86,20,1.03,JM,1708136132
367,twon-brass,4.3151,6.2418,28.61,80,99,4.0,NG,1708136132
368,alaghsas,17.0187,8.0168,17.18,15,49,5.97,NE,1708136132
369,sault ste. marie,46.5168,-84.3333,-9.84,85,100,2.06,CA,1708136100
370,callao,-12.0667,-77.15,26.51,73,75,7.2,PE,1708135962
371,wad az zaki,14.4619,32.2065,18.59,22,20,6.56,SD,1708136133
372,laascaanood,8.4774,47.3597,18.9,87,4,3.12,SO,1708136133
373,saacow,1.6279,42.4407,26.44,76,40,5.41,SO,1708136133
374,hun,29.1268,15.9477,12.73,41,63,3.83,LY,1708136133
375,daru,-9.0763,143.2092,27.25,84,100,5.6,PG,1708136133
376,alice springs,-23.7,133.8833,35.12,33,10,9.77,AU,1708135920
377,saurimo,-9.6608,20.3916,17.66,96,77,0.96,AO,1708136133
378,malango,-2.9627,119.9001,24.73,87,100,1.09,ID,1708136133
379,novyy urengoy,66.0833,76.6333,-27.17,100,93,2.99,RU,1708136133
380,bairnsdale,-37.8333,147.6167,22.81,75,95,0.45,AU,1708136133
381,voronovytsya,49.1095,28.6808,1.92,93,45,2.67,UA,1708135867
382,new plymouth,-39.0667,174.0833,20.73,74,98,3.63,NZ,1708136133
383,amora,38.6296,-9.1156,16.93,89,20,1.03,PT,1708136133
384,colonia,50.9333,6.95,10.53,83,100,2.57,DE,1708136134
385,montagu,-40.7667,144.9667,21.46,52,84,4.97,AU,1708136134
386,dakhla,23.6848,-15.958,18.62,86,0,9.96,EH,1708136134
387,ubari,26.5921,12.7805,12.62,30,0,3.85,LY,1708136134
388,mhamid,29.82,-5.72,19.36,26,91,5.5,MA,1708136134
389,mil'kovo,55.6078,37.7956,-7.73,97,100,2.97,RU,1708135843
390,kazincbarcika,48.25,20.6333,4.17,83,3,0.75,HU,1708136134
391,xining,36.6167,101.7667,4.46,22,54,1.08,CN,1708136134
392,ketchikan,55.3422,-131.6461,11.26,20,0,2.57,US,1708136134
393,afaahiti,-17.75,-149.2833,29.93,78,98,8.41,PF,1708136026
394,gulf shores,30.246,-87.7008,16.7,83,20,2.06,US,1708136135
395,taulaga,-11.0553,-171.0883,28.53,80,89,8.53,AS,1708136135
396,sao miguel do araguaia,-13.275,-50.1628,22.74,88,100,1.07,BR,1708136017
397,rethel,49.5,4.3333,3.93,82,100,3.22,FR,1708136135
398,rosarito,32.3333,-117.0333,15.78,82,30,3.24,MX,1708136135
399,tuy hoa,13.0833,109.3,23.88,77,95,1.53,VN,1708136135
400,saint-pierre,-21.3393,55.4781,25.82,89,75,6.17,RE,1708136135
401,petawawa,45.9001,-77.3328,-10.23,86,100,1.37,CA,1708136135
402,viedma,-40.8135,-62.9967,22.87,70,0,7.88,AR,1708136101
403,chonchi,-42.6128,-73.8092,10.62,97,2,1.21,CL,1708136115
404,naivasha,-0.7167,36.4359,13.9,88,36,1.77,KE,1708136135
405,manadhoo,5.7667,73.3833,28.12,75,100,4.26,MV,1708136135
406,berdigestyakh,62.0989,126.6992,-32.45,90,100,3.64,RU,1708136136
407,duong dong,10.2167,103.9667,29.0,70,40,7.2,VN,1708136136
408,mlimba,-8.8,35.8167,22.88,92,84,1.19,TZ,1708136136
409,beloyarskiy,63.7119,66.6722,-35.0,100,30,0.89,RU,1708136136
410,velikiye luki,56.34,30.5452,0.77,86,100,6.63,RU,1708136136
411,sao luiz gonzaga,-28.4083,-54.9608,20.63,94,89,2.74,BR,1708136136
412,port augusta,-32.5,137.7667,33.25,13,21,4.37,AU,1708135848
413,el bolson,-41.9667,-71.5167,14.91,84,32,2.94,AR,1708136136
414,itupiranga,-5.1347,-49.3267,25.18,96,96,1.04,BR,1708135936
415,san andres,12.5847,-81.7006,28.01,83,40,6.69,CO,1708136136
416,west bay,19.3667,-81.4167,26.04,87,20,3.09,KY,1708135996
417,cobh,51.8572,-8.2992,10.58,93,100,3.09,IE,1708136136
418,lagoa,39.05,-27.9833,16.89,85,100,7.47,PT,1708136137
419,smithers,54.7804,-127.1743,-3.81,90,1,1.0,CA,1708135999
420,songea,-10.6833,35.65,18.52,98,100,1.37,TZ,1708136137
421,khovd,48.0056,91.6419,-18.19,52,100,3.97,MN,1708136137
422,alexandria,31.2156,29.9553,14.49,76,14,6.85,EG,1708136028
423,prineville,44.2999,-120.8345,-1.94,93,100,2.57,US,1708136137
424,flin flon,54.7682,-101.865,-7.76,90,100,4.37,CA,1708136137
425,mejit,10.2753,170.8646,26.29,82,100,10.72,MH,1708136084
426,lycksele,64.5954,18.6735,-6.07,93,100,5.14,SE,1708136137
427,gallipoli,40.4103,26.6708,6.92,84,100,5.71,TR,1708136137
428,susuman,62.7833,148.1667,-37.23,93,78,0.89,RU,1708136081
429,kyshtovka,56.555,76.6271,-20.92,95,100,4.02,RU,1708136137
430,naha,26.2125,127.6811,21.1,64,75,3.6,JP,1708136138
431,buraydah,26.326,43.975,11.25,37,0,3.3,SA,1708136138
432,suoyarvi,62.0833,32.35,-5.56,95,100,5.71,RU,1708136138
433,pangoa,-12.1167,-73.0,21.73,99,100,0.58,PE,1708136138
434,arboletes,8.8505,-76.4269,27.5,87,94,5.23,CO,1708136138
435,kununurra,-15.7667,128.7333,33.99,59,19,1.54,AU,1708135891
436,beledweyne,4.7358,45.2036,24.29,70,5,6.54,SO,1708136138
437,martapura,-3.4167,114.85,29.05,79,40,3.6,ID,1708136138
438,deder,9.3167,41.45,16.37,58,85,0.55,ET,1708136138
439,al marj,32.488,20.8317,8.12,87,24,1.48,LY,1708136138
440,dohad,22.8333,74.2667,19.54,43,5,3.26,IN,1708136138
441,segarcea,44.1,23.75,3.71,87,0,2.92,RO,1708136139
442,aykhal,66.0,111.5,-39.45,100,95,3.27,RU,1708136139
443,along,28.1667,94.7667,15.86,63,6,0.29,IN,1708136139
444,gewane,10.1664,40.6453,26.36,52,96,3.98,ET,1708136139
445,mount gambier,-37.8333,140.7667,25.56,39,54,3.31,AU,1708136139
446,peterborough,52.5736,-0.2478,9.95,81,100,4.12,GB,1708136139
447,kovdor,67.5662,30.4758,-10.03,97,100,2.12,RU,1708136139
448,krasnoshchekovo,51.6708,82.7289,-25.99,86,100,5.55,RU,1708136139
449,cuttack,20.465,85.8793,22.1,65,0,1.24,IN,1708136139
450,yuzhno-kurilsk,44.0306,145.8556,-3.68,67,22,0.91,RU,1708136140
451,claremont,34.0967,-117.7198,17.38,76,0,3.6,US,1708136140
452,sokoni,-6.4333,39.55,28.33,79,100,5.02,TZ,1708136140
453,le port,-20.9373,55.2919,26.98,85,76,2.97,RE,1708136140
454,as sulayyil,20.4607,45.5779,23.14,39,65,2.72,SA,1708136038
455,yatou,37.15,122.3833,6.05,66,1,8.75,CN,1708136140
456,rawson,-43.3002,-65.1023,25.25,47,15,15.22,AR,1708136140
457,sonoita,31.85,-112.8333,18.48,34,49,3.36,MX,1708136140
458,happy valley-goose bay,53.3168,-60.3315,-9.83,85,100,2.57,CA,1708136140
459,glasgow,55.8652,-4.2576,8.44,90,100,3.6,GB,1708136140
460,kerikeri,-35.2268,173.9474,23.47,56,59,3.34,NZ,1708136140
461,seguela,7.9611,-6.6731,25.55,35,21,1.56,CI,1708136140
462,huangpi,30.8845,114.3779,12.06,76,53,4.0,CN,1708136140
463,imeni morozova,59.9757,31.0376,2.02,97,100,7.0,RU,1708136141
464,batouri,4.4333,14.3667,21.8,31,95,1.19,CM,1708136141
465,ishigaki,24.3448,124.1572,23.07,68,75,5.66,JP,1708136141
466,huilong,31.8111,121.655,9.11,75,5,7.88,CN,1708136141
467,choibalsan,48.0667,114.5,-12.75,94,100,3.24,MN,1708136141
468,lerwick,60.1545,-1.1494,4.0,71,41,2.81,GB,1708136141
469,cancun,21.1743,-86.8466,25.96,83,20,4.12,MX,1708136079
470,axim,4.8699,-2.2405,27.13,90,100,2.48,GH,1708136141
471,ji'an,27.1172,114.9793,15.05,77,0,2.34,CN,1708136141
472,salalah,17.0151,54.0924,24.05,78,75,2.06,OM,1708136141
473,mahdia,35.5047,11.0622,15.97,80,100,6.48,TN,1708136141
474,svetogorsk,61.1121,28.8632,1.88,94,100,0.89,RU,1708136141
475,lilongwe,-13.9669,33.7873,21.11,100,40,0.0,MW,1708136141
476,patterson,37.4716,-121.1297,14.43,83,100,1.58,US,1708136142
477,olyokminsk,60.3736,120.4264,-29.0,93,100,3.45,RU,1708136142
478,istgah-e rah ahan-e garmsar,35.2346,52.3094,10.65,88,13,1.48,IR,1708136142
479,champerico,14.3,-91.9167,26.68,73,6,3.69,GT,1708136142
480,gorgoram,12.6398,10.7039,18.86,18,92,4.8,NG,1708136142
481,ulladulla,-35.35,150.4667,26.44,67,18,3.91,AU,1708136142
482,flying fish cove,-10.4217,105.6791,28.82,78,100,3.09,CX,1708136142
483,kedainiai,55.2883,23.9747,3.41,75,99,8.22,LT,1708136142
484,brisas de zicatela,15.8369,-97.0419,26.2,77,5,2.85,MX,1708136142
485,tabuk,17.4189,121.4443,25.71,69,56,2.88,PH,1708136142
486,podporozh'ye,60.9112,34.1706,-4.89,94,100,6.02,RU,1708136142
487,divnoye,45.9089,43.3547,-2.01,90,100,7.88,RU,1708136142
488,tremonton,41.7119,-112.1655,1.81,77,40,6.26,US,1708136143
489,rechka-vydrino,51.485,104.8461,-20.57,85,100,4.23,RU,1708136143
490,kuanda,56.3161,116.0806,-20.78,94,100,1.62,RU,1708135908
491,sisa,-6.6167,-76.6915,26.29,94,8,1.57,PE,1708136143
492,queenstown,-31.8976,26.8753,7.7,68,0,0.46,ZA,1708136143
493,howard springs,-12.497,131.047,32.68,78,65,4.64,AU,1708136035
494,codajas,-3.8367,-62.0569,24.41,97,94,1.37,BR,1708136143
495,peace river,56.2501,-117.286,-6.24,82,15,2.65,CA,1708135946
496,gaigeturi,33.4644,126.3183,12.03,58,0,2.57,KR,1708136143
497,songadh,21.1667,73.5667,23.55,40,37,1.2,IN,1708136143
498,manzanillo,20.3433,-77.1167,25.3,76,79,1.17,CU,1708136143
499,klaksvik,62.2266,-6.589,2.51,67,100,6.12,FO,1708136143
500,mugia,43.1041,-9.2179,10.09,88,61,3.27,ES,1708136126
501,greymouth,-42.4667,171.2,18.66,68,67,3.45,NZ,1708136143
502,kletnya,53.3897,33.2171,-1.73,97,100,2.68,RU,1708136144
503,bubaque,11.2833,-15.8333,26.06,77,67,4.27,GW,1708136144
504,kavieng,-2.5744,150.7967,29.01,75,100,2.95,PG,1708136144
505,peniche,39.3558,-9.3811,15.06,91,40,0.77,PT,1708136144
506,mitchell,43.7094,-98.0298,-11.81,72,0,4.12,US,1708136045
507,mont-dore,-22.2833,166.5833,32.99,67,64,6.79,NC,1708136144
508,blytheville,35.9273,-89.919,2.12,80,100,11.83,US,1708136144
509,wytheville,36.9484,-81.0848,8.4,68,100,5.05,US,1708136144
510,figuig (centre),32.1089,-1.2286,12.03,33,100,4.3,MA,1708136144
511,hammerfest,70.6634,23.6821,-2.75,86,75,2.06,NO,1708136144
512,tenenkou,14.4572,-4.9169,24.62,12,0,4.31,ML,1708136144
513,bontang,0.1333,117.5,28.31,73,19,5.98,ID,1708136144
514,rancho palos verdes,33.7445,-118.387,16.51,88,40,4.63,US,1708135875
515,businga,3.3333,20.8833,24.51,28,98,1.39,CD,1708136145
516,kachug,53.9606,105.8817,-23.86,97,100,1.34,RU,1708136145
517,kerema,-7.9631,145.7785,29.79,73,34,4.46,PG,1708136145
518,port saint john's,-31.6229,29.5448,18.05,84,2,2.56,ZA,1708136145
519,al jawf,29.5,38.75,9.15,59,7,2.0,SA,1708136145
520,mar del plata,-38.0023,-57.5575,22.27,94,40,8.94,AR,1708136090
521,santa ines,-3.6667,-45.38,24.19,97,100,1.38,BR,1708136145
522,jinka,5.65,36.65,21.6,54,64,0.73,ET,1708136145
523,tosontsengel,48.7567,98.2839,-23.89,86,100,3.11,MN,1708136145
524,manaure,11.7751,-72.4445,26.86,73,72,5.4,CO,1708136145
525,katabu,-4.9333,122.5167,28.18,81,31,1.75,ID,1708136145
526,suomussalmi,64.8869,28.9078,-4.8,95,100,4.8,FI,1708136145
527,pasuquin,18.3328,120.6177,27.97,74,20,2.57,PH,1708136145
528,chegdomyn,51.1167,133.0167,-13.57,89,100,0.71,RU,1708136146
529,rio gallegos,-51.6226,-69.2181,12.03,94,40,3.09,AR,1708136146
530,yinchuan,38.4681,106.2731,4.84,43,5,1.42,CN,1708136146
531,namtsy,62.7161,129.6658,-35.87,89,46,2.21,RU,1708136146
532,carnarvon,-24.8667,113.6333,34.07,37,62,7.08,AU,1708136146
533,sailana,23.4667,74.9167,16.7,42,0,3.52,IN,1708136146
534,stuttgart,48.7823,9.177,12.65,93,100,1.54,DE,1708136002
535,nadym,65.5333,72.5167,-30.95,100,6,3.33,RU,1708136146
536,makubetsu,45.3714,141.8211,-1.21,80,75,3.6,JP,1708136146
537,xilin hot,43.9667,116.0333,0.48,75,85,4.11,CN,1708136146
538,maych'ew,12.7875,39.5422,14.17,76,100,1.73,ET,1708136146
539,alofi,-19.0595,-169.9187,29.94,66,81,7.72,NU,1708136146
540,bardai,11.65,7.2333,17.68,27,100,4.64,NG,1708136147
